Date,Value
2014-01-08,6166667
2014-01-09,5388899
2014-01-10,7450570
2014-01-13,6324639
2014-01-14,27935807
2014-01-15,20489038
2014-01-16,11982133
2014-01-17,9216054
2014-01-21,9745807
2014-01-22,7036776
2014-01-23,7899536
2014-01-24,7711317
2014-01-27,8737797
2014-01-28,6128253
2014-01-29,5956832
2014-01-30,8575203
2014-01-31,6512968
2014-02-03,6778602
2014-02-04,4690880
2014-02-05,7275972
2014-02-06,5847969
2014-02-07,8964048
2014-02-10,12989322
2014-02-11,10734496
2014-02-12,5181309
2014-02-13,8174081
2014-02-14,6173459
2014-02-18,9355894
2014-02-19,16419891
2014-02-20,18022302
2014-02-21,7828977
2014-02-24,8303152
2014-02-25,32796990
2014-02-26,24771158
2014-02-27,17970751
2014-02-28,14612666
2014-03-03,13109330
2014-03-04,8765391
2014-03-05,5946749
2014-03-06,7374708
2014-03-07,7818482
2014-03-10,7745777
2014-03-11,8836347
2014-03-12,9763909
2014-03-13,6236346
2014-03-14,8289751
2014-03-17,5912613
2014-03-18,6242370
2014-03-19,5071345
2014-03-20,3817919
2014-03-21,8227308
2014-03-24,11332977
2014-03-25,7865394
2014-03-26,6907303
2014-03-27,9505305
2014-03-28,9684785
2014-03-31,8380055
2014-04-01,7371449
2014-04-02,10782288
2014-04-03,10923769
2014-04-04,11345615
2014-04-07,9855515
2014-04-08,6889312
2014-04-09,5157934
2014-04-10,7211522
2014-04-11,9071295
2014-04-14,7703050
2014-04-15,13667061
2014-04-16,7205336
2014-04-17,5929521
2014-04-21,5266487
2014-04-22,9809356
2014-04-23,7295625
2014-04-24,5504767
2014-04-25,6996655
2014-04-28,7042000
2014-04-29,5787392
2014-04-30,4443451
2014-05-01,5444691
2014-05-02,4091410
2014-05-05,5152362
2014-05-06,5636746
2014-05-07,10179284
2014-05-08,20056449
2014-05-09,8495196
2014-05-12,7004326
2014-05-13,7097238
2014-05-14,5414958
2014-05-15,6046164
2014-05-16,4489331
2014-05-19,4571679
2014-05-20,5553890
2014-05-21,5290775
2014-05-22,6216279
2014-05-23,4010941
2014-05-27,5346801
2014-05-28,5496292
2014-05-29,3694605
2014-05-30,5586066
2014-06-02,4668133
2014-06-03,3866197
2014-06-04,3434500
2014-06-05,4059283
2014-06-06,3074912
2014-06-09,2813065
2014-06-10,3522350
2014-06-11,3980489
2014-06-12,5997160
2014-06-13,3546788
2014-06-16,13246380
2014-06-17,13304957
2014-06-18,6947050
2014-06-19,8801928
2014-06-20,4908088
2014-06-23,7800216
2014-06-24,8081126
2014-06-25,5803255
2014-06-26,5122990
2014-06-27,5638786
2014-06-30,4833613
2014-07-01,4341241
2014-07-02,8035091
2014-07-03,5166714
2014-07-07,5901095
2014-07-08,7846195
2014-07-09,4117744
2014-07-10,4865265
2014-07-11,3307121
2014-07-14,7208570
2014-07-15,5732052
2014-07-16,4051096
2014-07-17,4650967
2014-07-18,4260622
2014-07-21,3825265
2014-07-22,2732495
2014-07-23,3088743
2014-07-24,3248422
2014-07-25,3090394
2014-07-28,6517625
2014-07-29,3387199
2014-07-30,4927821
2014-07-31,7749087
2014-08-01,11898126
2014-08-04,5967406
2014-08-05,5388580
2014-08-06,9249262
2014-08-07,7478942
2014-08-08,5099072
2014-08-11,8101293
2014-08-12,6390404
2014-08-13,6932643
2014-08-14,4126634
2014-08-15,3867874
2014-08-18,5849229
2014-08-19,5340135
2014-08-20,3027863
2014-08-21,2919246
2014-08-22,2836955
2014-08-25,4318052
2014-08-26,3822572
2014-08-27,2990538
2014-08-28,2854733
2014-08-29,6453972
2014-09-02,9852352
2014-09-03,6779748
2014-09-04,8341748
2014-09-05,11176155
2014-09-08,5505041
2014-09-09,4567958
2014-09-10,3785996
2014-09-11,3768584
2014-09-12,3328302
2014-09-15,16464987
2014-09-16,8303961
2014-09-17,5179921
2014-09-18,3699322
2014-09-19,6811728
2014-09-22,8222953
2014-09-23,5660061
2014-09-24,3754375
2014-09-25,4843711
2014-09-26,3798850
2014-09-29,4854680
2014-09-30,4248141
2014-10-01,5946525
2014-10-02,9002000
2014-10-03,5408677
2014-10-06,7719045
2014-10-07,4491562
2014-10-08,5062613
2014-10-09,7361332
2014-10-10,12898310
2014-10-13,11276592
2014-10-14,7112337
2014-10-15,9151645
2014-10-16,5404577
2014-10-17,10551847
2014-10-20,3499699
2014-10-21,4130344
2014-10-22,4123412
2014-10-23,3499890
2014-10-24,3466939
2014-10-27,9553370
2014-10-28,10516337
2014-10-29,4967639
2014-10-30,3228382
2014-10-31,3775326
2014-11-03,4207283
2014-11-04,3682585
2014-11-05,9045946
2014-11-06,15354717
2014-11-07,5161021
2014-11-10,4577224
2014-11-11,7952553
2014-11-12,5870809
2014-11-13,6236050
2014-11-14,6101144
2014-11-17,4025704
2014-11-18,4474304
2014-11-19,7918503
2014-11-20,3587215
2014-11-21,7485058
2014-11-24,4789719
2014-11-25,3159803
2014-11-26,1981816
2014-11-28,2119688
2014-12-01,8619382
2014-12-02,5887067
2014-12-03,5307752
2014-12-04,3879222
2014-12-05,6063633
2014-12-08,9225654
2014-12-09,9431498
2014-12-10,7314136
2014-12-11,6694394
2014-12-12,7173800
2014-12-15,5218272
2014-12-16,8426101
2014-12-17,7367830
2014-12-18,7483376
2014-12-19,6910458
2014-12-22,4806928
2014-12-23,4513319
2014-12-24,1333518
2014-12-26,3327024
2014-12-29,2811827
2014-12-30,2903241
2014-12-31,2402096
2015-01-02,4764460
2015-01-05,5368490
2015-01-06,6261934
2015-01-07,2968389
2015-01-08,3442517
2015-01-09,4668292
2015-01-12,5950304
2015-01-13,4477338
2015-01-14,11551889
2015-01-15,5216520
2015-01-16,3603156
2015-01-20,4503180
2015-01-21,4153060
2015-01-22,4116903
2015-01-23,3442369
2015-01-26,3234530
2015-01-27,2781031
2015-01-28,3149605
2015-01-29,3548115
2015-01-30,3006958
2015-02-02,4149202
2015-02-03,4826242
2015-02-04,3305385
2015-02-05,3522960
2015-02-06,3243943
2015-02-09,3472436
2015-02-10,5390540
2015-02-11,9769139
2015-02-12,15649602
2015-02-13,6191028
2015-02-17,3979645
2015-02-18,2713609
2015-02-19,5154167
2015-02-20,5982102
2015-02-23,8499771
2015-02-24,6603558
2015-02-25,3909530
2015-02-26,6472879
2015-02-27,3882094
2015-03-02,7922083
2015-03-03,4432340
2015-03-04,4221979
2015-03-05,4877013
2015-03-06,6712385
2015-03-09,6736721
2015-03-10,5579705
2015-03-11,4974884
2015-03-12,4149305
2015-03-13,5434321
2015-03-16,5628805
2015-03-17,4894064
2015-03-18,4820955
2015-03-19,8475240
2015-03-20,4269464
2015-03-23,2631637
2015-03-24,3649869
2015-03-25,5730385
2015-03-26,4127973
2015-03-27,8604943
2015-03-30,10089562
2015-03-31,5026590
2015-04-01,3794631
2015-04-02,5010365
2015-04-06,12455839
2015-04-07,4347875
2015-04-08,6303142
2015-04-09,3800234
2015-04-10,4067686
2015-04-13,3758228
2015-04-14,3025975
2015-04-15,1952377
2015-04-16,1659063
2015-04-17,2469932
2015-04-20,2559261
2015-04-21,3432554
2015-04-22,7863034
2015-04-23,4411182
2015-04-24,2427852
2015-04-27,11672671
2015-04-28,6085376
2015-04-29,3936090
2015-04-30,3911866
2015-05-01,5281707
2015-05-04,4434595
2015-05-05,5796886
2015-05-06,5270945
2015-05-07,9455942
2015-05-08,4668247
2015-05-11,5672275
2015-05-12,6363443
2015-05-13,5440177
2015-05-14,2895935
2015-05-15,4527561
2015-05-18,3353211
2015-05-19,3674239
2015-05-20,3755577
2015-05-21,1970640
2015-05-22,2223089
2015-05-26,3498690
2015-05-27,3408199
2015-05-28,3647282
2015-05-29,3789291
2015-06-01,2505063
2015-06-02,2134806
2015-06-03,1781505
2015-06-04,2453612
2015-06-05,3022025
2015-06-08,5017008
2015-06-09,2611143
2015-06-10,3454452
2015-06-11,2044055
2015-06-12,1422333
2015-06-15,2186180
2015-06-16,1984675
2015-06-17,5512913
2015-06-18,2782703
2015-06-19,2463010
2015-06-22,4561078
2015-06-23,3870813
2015-06-24,2412298
2015-06-25,2849204
2015-06-26,3838442
2015-06-29,3478917
2015-06-30,3086942
2015-07-01,2101224
2015-07-02,7163945
2015-07-06,4121942
2015-07-07,6105118
2015-07-08,6221075
2015-07-09,3334088
2015-07-10,2610855
2015-07-13,2960319
2015-07-14,1907645
2015-07-15,2021618
2015-07-16,1615959
2015-07-17,5004093
2015-07-20,4978454
2015-07-21,6108679
2015-07-22,3104967
2015-07-23,2227239
2015-07-24,2836504
2015-07-27,4694191
2015-07-28,3895803
2015-07-29,2790101
2015-07-30,2034564
2015-07-31,2222552
2015-08-03,2553471
2015-08-04,2352535
2015-08-05,6214311
2015-08-06,14623801
2015-08-07,5073389
2015-08-10,4185864
2015-08-11,4264953
2015-08-12,3739166
2015-08-13,4689181
2015-08-14,4364820
2015-08-17,7176689
2015-08-18,4195035
2015-08-19,3604277
2015-08-20,4905755
2015-08-21,6590258
2015-08-24,9581581
2015-08-25,4327310
2015-08-26,4963040
2015-08-27,7655957
