Date,Value
2002-06-21,11337158
2002-06-24,10537485
2002-06-25,8953720
2002-06-26,15793041
2002-06-27,24309288
2002-06-28,15353600
2002-07-01,8891360
2002-07-02,10450424
2002-07-03,8201063
2002-07-05,5646246
2002-07-08,12123757
2002-07-09,8213375
2002-07-10,7081013
2002-07-11,8744821
2002-07-12,10275409
2002-07-15,11414969
2002-07-16,13533150
2002-07-17,14684888
2002-07-18,9498026
2002-07-19,6459817
2002-07-22,9892452
2002-07-23,10766638
2002-07-24,9009715
2002-07-25,13750628
2002-07-26,9357195
2002-07-29,9401211
2002-07-30,13882599
2002-07-31,37048547
2002-08-01,13228999
2002-08-02,13765803
2002-08-05,10198829
2002-08-06,8951486
2002-08-07,6841064
2002-08-08,5778257
2002-08-09,4458994
2002-08-12,4545275
2002-08-13,5021888
2002-08-14,4794735
2002-08-15,8695110
2002-08-16,12702473
2002-08-19,17200940
2002-08-20,10968368
2002-08-21,9161268
2002-08-22,10419037
2002-08-23,7053798
2002-08-26,5361089
2002-08-27,5263749
2002-08-28,5375299
2002-08-29,6249011
2002-08-30,8170858
2002-09-03,6485647
2002-09-04,7124065
2002-09-05,5478443
2002-09-06,5711214
2002-09-09,4429012
2002-09-10,17760338
2002-09-11,12700833
2002-09-12,9928820
2002-09-13,6103931
2002-09-16,7076764
2002-09-17,6759941
2002-09-18,6213238
2002-09-19,4734272
2002-09-20,5265659
2002-09-23,3999613
2002-09-24,4687766
2002-09-25,6866747
2002-09-26,5673701
2002-09-27,4982590
2002-09-30,4471132
2002-10-01,6793254
2002-10-02,5734987
2002-10-03,4524091
2002-10-04,4061295
2002-10-07,3778986
2002-10-08,5472138
2002-10-09,4391855
2002-10-10,4124529
2002-10-11,7616655
2002-10-14,4680138
2002-10-15,6522836
2002-10-16,4427164
2002-10-17,4480801
2002-10-18,3817062
2002-10-21,7120074
2002-10-22,9716235
2002-10-23,7084010
2002-10-24,8082024
2002-10-25,5711407
2002-10-28,8196107
2002-10-29,5916628
2002-10-30,8730937
2002-10-31,9606525
2002-11-01,16289085
2002-11-04,20577891
2002-11-05,15574401
2002-11-06,12652604
2002-11-07,12560363
2002-11-08,29837526
2002-11-11,10564604
2002-11-12,10583718
2002-11-13,13846491
2002-11-14,8730271
2002-11-15,15731068
2002-11-18,15168884
2002-11-19,15108144
2002-11-20,9912617
2002-11-21,15745707
2002-11-22,9589293
2002-11-25,9423117
2002-11-26,8313726
2002-11-27,8349634
2002-11-29,3979178
2002-12-02,8948651
2002-12-03,8010025
2002-12-04,16931437
2002-12-05,12216245
2002-12-06,8881255
2002-12-09,7439199
2002-12-10,10647950
2002-12-11,10454817
2002-12-12,9997258
2002-12-13,5422778
2002-12-16,8105865
2002-12-17,8273942
2002-12-18,8645750
2002-12-19,8440638
2002-12-20,6155605
2002-12-23,3827383
2002-12-24,2299734
2002-12-26,5517238
2002-12-27,5383160
2002-12-30,6015920
2002-12-31,6323614
2003-01-02,9973276
2003-01-03,7952073
2003-01-06,7921437
2003-01-07,11468564
2003-01-08,14201606
2003-01-09,10995806
2003-01-10,7090101
2003-01-13,6507159
2003-01-14,6663262
2003-01-15,6934448
2003-01-16,15635253
2003-01-17,8120722
2003-01-21,7405860
2003-01-22,4226499
2003-01-23,7039058
2003-01-24,6886245
2003-01-27,6806596
2003-01-28,13688375
2003-01-29,7838466
2003-01-30,5699162
2003-01-31,7271808
2003-02-03,5786983
2003-02-04,4815304
2003-02-05,4465001
2003-02-06,9401138
2003-02-07,7013642
2003-02-10,7526260
2003-02-11,6522892
2003-02-12,4916663
2003-02-13,6923097
2003-02-14,27232706
2003-02-18,13371132
2003-02-19,8765549
2003-02-20,7502018
2003-02-21,7003436
2003-02-24,8710086
2003-02-25,9504187
2003-02-26,5728625
2003-02-27,5184124
2003-02-28,12669465
2003-03-03,5395388
2003-03-04,4125419
2003-03-05,4009692
2003-03-06,3767813
2003-03-07,4450534
2003-03-10,2646157
2003-03-11,3200392
2003-03-12,3788295
2003-03-13,10450177
2003-03-14,8387399
2003-03-17,10034718
2003-03-18,7150249
2003-03-19,5462618
2003-03-20,5987854
2003-03-21,12895445
2003-03-24,6425297
2003-03-25,5138344
2003-03-26,8459319
2003-03-27,10646327
2003-03-28,9859149
2003-03-31,5201515
2003-04-01,4060966
2003-04-02,5893661
2003-04-03,5367465
2003-04-04,3925217
2003-04-07,5129217
2003-04-08,3643255
2003-04-09,5301228
2003-04-10,2784531
2003-04-11,2868071
2003-04-14,3420229
2003-04-15,3741987
2003-04-16,5148317
2003-04-17,4005300
2003-04-21,4561719
2003-04-22,6045884
2003-04-23,4646843
2003-04-24,5063335
2003-04-25,6771985
2003-04-28,5171181
2003-04-29,5145894
2003-04-30,3583642
2003-05-01,5621018
2003-05-02,12950518
2003-05-05,12059915
2003-05-06,8759043
2003-05-07,6875059
2003-05-08,15233300
2003-05-09,70755095
2003-05-12,23061637
2003-05-13,13971362
2003-05-14,7393865
2003-05-15,8472304
2003-05-16,7800307
2003-05-19,9352919
2003-05-20,6767557
2003-05-21,6944008
2003-05-22,6810920
2003-05-23,6647562
2003-05-27,12815826
2003-05-28,9453913
2003-05-29,17557748
2003-05-30,16363049
2003-06-02,11968505
2003-06-03,12201598
2003-06-04,8952852
2003-06-05,9206560
2003-06-06,10546437
2003-06-09,5506547
2003-06-10,4306113
2003-06-11,7209250
2003-06-12,7994297
2003-06-13,13953410
2003-06-16,14549578
2003-06-17,7639516
2003-06-18,8575516
2003-06-19,9095004
2003-06-20,7161053
2003-06-23,5613812
2003-06-24,7735632
2003-06-25,8105197
2003-06-26,7338452
2003-06-27,5415860
2003-06-30,4491176
2003-07-01,7464694
2003-07-02,6490589
2003-07-03,3215786
2003-07-07,6358355
2003-07-08,4615534
2003-07-09,5770963
2003-07-10,4935140
2003-07-11,3781176
2003-07-14,5327872
2003-07-15,8734414
2003-07-16,6727885
2003-07-17,6522704
2003-07-18,9783410
2003-07-21,7529493
2003-07-22,4448786
2003-07-23,4627276
2003-07-24,8532141
2003-07-25,7656054
2003-07-28,5412810
2003-07-29,21355244
2003-07-30,6026322
2003-07-31,6854747
2003-08-01,5875053
2003-08-04,10915492
2003-08-05,8128915
2003-08-06,7831449
2003-08-07,8273624
2003-08-08,28782433
2003-08-11,12823430
2003-08-12,5841075
2003-08-13,5300998
2003-08-14,11695132
2003-08-15,1663398
2003-08-18,5480622
2003-08-19,10725350
2003-08-20,6663194
2003-08-21,4963707
2003-08-22,7658981
2003-08-25,3324601
2003-08-26,5874667
2003-08-27,4351118
2003-08-28,6331644
2003-08-29,4083215
2003-09-02,5435109
2003-09-03,6492750
2003-09-04,5666627
2003-09-05,9157432
2003-09-08,11536995
2003-09-09,19010520
2003-09-10,10547665
2003-09-11,19965567
2003-09-12,8878633
2003-09-15,4553693
2003-09-16,4746939
2003-09-17,6905059
2003-09-18,4610665
2003-09-19,4955547
2003-09-22,5623758
2003-09-23,4806432
2003-09-24,12225513
2003-09-25,5627821
