Date,Value
10/01/2001,9972.28
11/01/2001,10347.28
12/03/2001,10370.62
01/04/2002,10871.49
02/01/2002,9791.43
03/01/2002,10812.0
04/01/2002,11028.7
05/01/2002,11552.79
06/03/2002,11901.39
07/01/2002,10595.44
08/01/2002,9793.51
09/02/2002,9521.63
10/01/2002,9162.26
11/01/2002,8685.72
12/02/2002,9174.47
01/06/2003,8713.33
02/03/2003,8500.79
03/03/2003,8490.4
04/01/2003,7986.72
05/01/2003,7863.29
06/02/2003,8547.17
07/01/2003,9278.49
08/01/2003,9611.67
09/01/2003,10670.18
10/01/2003,10361.24
11/04/2003,10847.97
12/01/2003,10403.27
01/05/2004,10825.17
02/02/2004,10776.73
03/01/2004,11271.12
04/01/2004,11683.42
05/06/2004,11571.34
06/01/2004,11296.76
07/01/2004,11896.01
08/02/2004,11222.24
09/01/2004,11127.35
10/01/2004,10985.17
11/01/2004,10734.71
12/01/2004,10784.25
01/04/2005,11517.75
02/01/2005,11384.4
03/01/2005,11780.53
04/01/2005,11723.63
05/02/2005,11002.11
06/01/2005,11329.67
07/01/2005,11630.13
08/01/2005,11946.92
09/01/2005,12506.97
10/03/2005,13525.28
11/01/2005,13867.86
12/01/2005,15130.5
01/04/2006,16361.54
02/01/2006,16480.09
03/01/2006,15964.46
04/03/2006,17333.31
05/01/2006,16925.71
06/01/2006,15503.74
07/03/2006,15571.62
08/01/2006,15440.91
09/01/2006,16134.25
10/02/2006,16254.29
11/01/2006,16375.26
12/01/2006,16321.78
01/04/2007,17353.67
02/01/2007,17519.5
03/01/2007,17453.51
04/02/2007,17028.41
05/01/2007,17274.98
06/01/2007,17958.88
07/02/2007,18146.3
08/01/2007,16870.98
09/03/2007,16524.93
10/01/2007,16845.96
11/01/2007,16870.4
12/03/2007,15628.97
01/04/2008,14691.41
02/01/2008,13497.16
03/03/2008,12992.18
04/01/2008,12656.42
05/01/2008,13766.86
06/02/2008,14440.14
07/01/2008,13463.2
08/01/2008,13094.59
09/01/2008,12834.18
10/01/2008,11368.26
11/04/2008,9114.6
12/01/2008,8397.22
01/05/2009,9043.12
02/02/2009,7873.98
03/02/2009,7280.15
04/01/2009,8351.91
05/01/2009,8977.37
06/01/2009,9677.75
07/01/2009,9939.93
08/03/2009,10352.47
09/01/2009,10530.06
10/01/2009,9978.64
11/02/2009,9802.95
12/01/2009,9572.2
01/04/2010,10654.79
02/01/2010,10205.02
03/01/2010,10172.06
04/01/2010,11244.4
05/06/2010,10695.69
06/01/2010,9711.83
07/01/2010,9191.6
08/02/2010,9570.31
09/01/2010,8927.02
10/01/2010,9404.23
11/01/2010,9154.72
12/01/2010,9988.05
01/04/2011,10398.1
02/01/2011,10274.5
03/01/2011,10754.03
04/01/2011,9708.39
05/02/2011,10004.2
06/01/2011,9719.61
07/01/2011,9868.07
08/01/2011,9965.01
09/01/2011,9060.8
10/03/2011,8545.48
11/01/2011,8835.52
12/01/2011,8597.38
01/04/2012,8560.11
02/01/2012,8809.79
03/01/2012,9707.37
04/02/2012,10109.87
05/01/2012,9350.95
06/01/2012,8440.25
07/02/2012,9003.48
08/01/2012,8641.85
09/03/2012,8783.89
10/01/2012,8796.51
11/01/2012,8946.87
12/03/2012,9458.18
01/04/2013,10688.11
02/01/2013,11191.34
03/01/2013,11606.38
04/01/2013,12135.02
05/01/2013,13799.35
06/03/2013,13261.82
07/01/2013,13852.5
08/01/2013,14005.77
09/02/2013,13572.92
10/01/2013,14484.72
11/01/2013,14201.57
12/02/2013,15655.07
01/06/2014,15908.88
02/03/2014,14619.13
03/03/2014,14652.23
04/01/2014,14791.99
05/01/2014,14485.13
06/02/2014,14935.92
07/01/2014,15326.2
08/01/2014,15523.11
09/01/2014,15476.6
10/01/2014,16082.25
11/04/2014,16862.47
12/01/2014,17590.1
01/05/2015,17408.71
02/02/2015,17558.04
03/02/2015,18826.88
04/01/2015,19034.84
05/01/2015,19531.63
06/01/2015,20569.87
07/01/2015,20329.32
08/03/2015,20548.11
09/01/2015,18165.69
10/01/2015,17722.42
