date,open,high,low,close,volume
2011-03-29,1.5534,1.6,1.5474,1.5947,755611
2011-03-30,1.6074,1.6327,1.534,1.5807,1223909
2011-03-31,1.77,1.914,1.7667,1.85,11522351
2011-04-01,1.83,1.8786,1.7713,1.7773,2865025
2011-04-04,1.7887,1.8,1.682,1.722,2609230
2011-04-05,1.7267,1.8,1.7127,1.78,3181730
2011-04-06,1.7993,1.8007,1.72,1.766,1288298
2011-04-07,1.79,1.8627,1.7633,1.816,2810769
2011-04-08,1.8387,1.84,1.7573,1.766,1946354
2011-04-11,1.7647,1.7687,1.668,1.6847,1372234
2011-04-12,1.672,1.6806,1.62,1.6433,1357369
2011-04-13,1.6753,1.7127,1.654,1.662,1211445
2011-04-14,1.658,1.6853,1.6133,1.676,983383
2011-04-15,1.71,1.7453,1.694,1.7053,943430
2011-04-18,1.6754,1.708,1.624,1.6687,1033897
2011-04-19,1.684,1.684,1.6433,1.6773,548680
2011-04-20,1.7134,1.7394,1.6867,1.7167,837489
2011-04-21,1.7234,1.7987,1.706,1.7827,1386086
2011-04-25,1.78,1.782,1.7313,1.7593,800822
2011-04-26,1.7773,1.8166,1.754,1.7953,1372314
2011-04-27,1.7953,1.824,1.7753,1.8053,996880
2011-04-28,1.8047,1.846,1.7813,1.844,1644999
2011-04-29,1.846,1.858,1.828,1.84,726341
2011-05-02,1.84,1.8533,1.804,1.83,784561
2011-05-03,1.8253,1.826,1.7666,1.7913,913946
2011-05-04,1.7853,1.8,1.7166,1.7793,1047147
2011-05-05,1.8134,1.8294,1.7447,1.7627,1219478
2011-05-06,1.7933,1.8467,1.7747,1.808,981607
2011-05-09,1.8,1.8667,1.79,1.8607,916324
2011-05-10,1.8827,1.93,1.8607,1.8887,1535660
2011-05-11,1.88,1.8866,1.7947,1.8047,962987
2011-05-12,1.8047,1.8494,1.7767,1.8447,627754
2011-05-13,1.8667,1.8793,1.82,1.8367,661592
2011-05-16,1.866,1.866,1.77,1.7733,755606
2011-05-17,1.8,1.8,1.7147,1.7307,1234186
2011-05-18,1.74,1.7647,1.7014,1.7567,729424
2011-05-19,1.802,1.896,1.7733,1.88,2655370
2011-05-20,1.884,1.8854,1.8234,1.8647,842553
2011-05-23,1.8413,1.8413,1.7747,1.788,863549
2011-05-24,1.8013,1.8333,1.7733,1.7813,613660
2011-05-25,1.7933,1.934,1.7447,1.932,4693816
2011-05-26,1.9213,1.984,1.8733,1.9653,3336826
2011-05-27,1.9693,1.978,1.9213,1.97,1687071
2011-05-31,1.9793,2.0186,1.97,2.0093,3290460
2011-06-01,2,2.0066,1.892,1.9011,1530365
2011-06-02,1.9013,1.9546,1.9006,1.9173,986274
2011-06-03,1.9967,2.1,1.9667,2.0087,6210339
2011-06-06,2.0066,2.0086,1.884,1.9133,2331721
2011-06-07,1.9293,1.9593,1.884,1.8913,1222074
2011-06-08,1.896,1.9067,1.8013,1.808,1696938
2011-06-09,1.8286,1.8733,1.8066,1.8413,1604187
2011-06-10,1.8346,1.8866,1.8233,1.8573,1566500
2011-06-13,1.8713,1.9253,1.8586,1.8953,1713727
2011-06-14,1.9027,1.98,1.9014,1.9067,1573345
2011-06-15,1.896,1.8966,1.8046,1.8213,1346551
2011-06-16,1.8447,1.8667,1.716,1.7667,1842168
2011-06-17,1.7914,1.8467,1.7427,1.7667,1714006
2011-06-20,1.7527,1.764,1.7,1.734,1537711
2011-06-21,1.7493,1.8486,1.7333,1.8353,1496532
2011-06-22,1.8247,1.8833,1.8067,1.814,1475535
2011-06-23,1.8133,1.848,1.7473,1.8473,1169966
2011-06-24,1.8427,1.8647,1.8174,1.8377,3608940
2011-06-27,1.8487,1.8854,1.8207,1.8307,1809408
2011-06-28,1.8527,1.8833,1.8447,1.874,889133
2011-06-29,1.9,1.9393,1.8713,1.886,1461710
2011-06-30,1.9,1.9553,1.8933,1.942,946655
2011-07-01,1.938,1.9734,1.92,1.9347,854857
2011-07-05,1.9347,1.968,1.914,1.9427,996011
2011-07-06,1.9427,1.9427,1.9034,1.9307,926909
2011-07-07,1.9427,2,1.934,1.982,1327822
2011-07-08,1.9927,1.9927,1.906,1.9207,1240607
2011-07-11,1.8933,1.902,1.8667,1.89,975704
2011-07-12,1.8913,1.9393,1.8667,1.878,1045407
2011-07-13,1.8953,1.9353,1.86,1.9093,1065921
2011-07-14,1.902,1.9307,1.8167,1.8407,1159157
2011-07-15,1.8527,1.8554,1.8267,1.8387,708970
2011-07-18,1.8226,1.83,1.7753,1.8153,852299
2011-07-19,1.8386,1.874,1.836,1.8593,1026027
2011-07-20,1.8667,2.0294,1.8534,1.9127,3048461
2011-07-21,1.9273,1.944,1.8733,1.9133,1011986
2011-07-22,1.9134,1.9694,1.9034,1.9527,583881
2011-07-25,1.934,1.95,1.896,1.8993,673478
2011-07-26,1.8874,1.918,1.8647,1.8667,762949
2011-07-27,1.9,1.9,1.834,1.8427,958425
2011-07-28,1.84,1.9033,1.836,1.878,938730
2011-07-29,1.8533,1.8933,1.8333,1.878,948128
2011-08-01,1.9113,1.932,1.8807,1.918,1164823
2011-08-02,1.9127,1.9467,1.818,1.8227,1549356
2011-08-03,1.8333,1.8553,1.7557,1.8133,1801291
2011-08-04,1.7673,1.7927,1.6447,1.65,3065599
2011-08-05,1.666,1.692,1.522,1.616,1964378
2011-08-08,1.54,1.6293,1.54,1.576,2608575
2011-08-09,1.61,1.6967,1.58,1.6707,1333415
2011-08-10,1.696,1.696,1.5753,1.588,1564149
2011-08-11,1.6027,1.7167,1.6,1.6867,836505
2011-08-12,1.7067,1.8093,1.6907,1.754,1009021
2011-08-15,1.7747,1.7834,1.7287,1.7487,738590
2011-08-16,1.742,1.7693,1.722,1.74,537689
2011-08-17,1.7593,1.7767,1.7007,1.722,643773
2011-08-18,1.6666,1.6766,1.5646,1.6173,1056544
2011-08-19,1.5907,1.6147,1.4667,1.4867,1375315
2011-08-22,1.5406,1.5866,1.4453,1.4633,986155
2011-08-23,1.462,1.5407,1.4334,1.5307,868992
2011-08-24,1.54,1.5953,1.522,1.5913,684222
2011-08-25,1.5914,1.5914,1.5267,1.5407,680228
2011-08-26,1.514,1.5967,1.4713,1.582,761757
2011-08-29,1.6146,1.6566,1.6013,1.6473,803283
2011-08-30,1.6333,1.6513,1.606,1.642,366659
2011-08-31,1.6533,1.7,1.6186,1.6493,823716
2011-09-01,1.644,1.658,1.589,1.6,848086
2011-09-02,1.5773,1.5993,1.512,1.538,770332
2011-09-06,1.5,1.5466,1.486,1.5293,809740
2011-09-07,1.5593,1.6,1.552,1.5893,459175
2011-09-08,1.572,1.602,1.552,1.574,505698
2011-09-09,1.558,1.5713,1.5033,1.5313,669246
2011-09-12,1.5,1.554,1.4966,1.5253,566557
2011-09-13,1.534,1.6066,1.5166,1.6053,726444
2011-09-14,1.6167,1.656,1.586,1.6227,830798
2011-09-15,1.6387,1.662,1.622,1.6547,562526
2011-09-16,1.652,1.7227,1.6327,1.72,1417575
2011-09-19,1.6633,1.7207,1.588,1.718,1157350
2011-09-20,1.732,1.7733,1.7113,1.734,1180352
2011-09-21,1.73,1.7966,1.7133,1.7233,987555
2011-09-22,1.7094,1.7407,1.6587,1.7087,776021
2011-09-23,1.6994,1.7747,1.69,1.7587,1156356
2011-09-26,1.768,1.768,1.66,1.7013,934694
2011-09-27,1.7333,1.7993,1.7047,1.746,674430
2011-09-28,1.7333,1.7666,1.634,1.6393,723189
2011-09-29,1.7147,1.7213,1.57,1.608,929546
2011-09-30,1.6533,1.6593,1.566,1.626,1336055
2011-10-03,1.6633,1.6667,1.55,1.582,1023131
2011-10-04,1.5526,1.6213,1.5286,1.5773,1200185
2011-10-05,1.602,1.7223,1.5566,1.6913,1229386
2011-10-06,1.6913,1.84,1.668,1.7973,1768988
2011-10-07,1.7986,1.84,1.7366,1.7993,1311520
2011-10-10,1.8207,1.8787,1.8,1.8587,923437
2011-10-11,1.834,1.8514,1.806,1.8407,576016
2011-10-12,1.8166,1.8666,1.8133,1.8533,1123341
2011-10-13,1.842,1.898,1.8294,1.8627,1043836
2011-10-14,1.8667,1.9033,1.8173,1.87,1400470
2011-10-17,1.8573,1.8667,1.8173,1.828,754440
2011-10-18,1.82,1.8951,1.7806,1.8893,999670
2011-10-19,1.868,1.8707,1.82,1.838,792851
2011-10-20,1.8294,1.8314,1.8,1.8227,999670
2011-10-21,1.8267,1.8867,1.8007,1.8687,1142576
2011-10-24,1.858,1.926,1.85,1.9033,940531
2011-10-25,1.882,1.924,1.8533,1.8833,654358
2011-10-26,1.8793,1.8913,1.8266,1.8653,510469
2011-10-27,1.8893,1.93,1.874,1.9173,869318
2011-10-28,1.9,2,1.8673,1.9913,1264969
2011-10-31,1.9667,1.9673,1.9167,1.958,1133970
2011-11-01,1.8926,1.928,1.8666,1.9253,635762
2011-11-02,1.9333,1.9507,1.8833,1.914,875522
2011-11-03,2,2.166,1.9687,2.164,2510606
2011-11-04,2.0973,2.16,2.034,2.154,3033110
2011-11-07,2.1094,2.1334,2.05,2.0847,1266295
2011-11-08,2.0914,2.1334,2.048,2.1227,1167853
2011-11-09,2.058,2.0994,2.02,2.0587,953676
2011-11-10,2.0627,2.1,2.0434,2.0887,747288
2011-11-11,2.1267,2.3,2.038,2.2427,3875196
2011-11-14,2.2,2.236,2.1747,2.2147,1325681
2011-11-15,2.1947,2.2933,2.182,2.262,890906
2011-11-16,2.232,2.3333,2.2268,2.3293,1833106
2011-11-17,2.3,2.3266,2.2126,2.2453,1349242
2011-11-18,2.2426,2.274,2.1693,2.1733,902713
2011-11-21,2.1626,2.1626,2.07,2.1173,1031506
2011-11-22,2.1173,2.186,2.07,2.138,732519
2011-11-23,2.1174,2.1367,2.0834,2.0967,451822
2011-11-25,2.1034,2.1607,2.072,2.1107,239600
2011-11-28,2.1334,2.2187,2.1207,2.1707,681137
2011-11-29,2.166,2.2047,2.1087,2.1167,591066
2011-11-30,2.1667,2.1954,2.148,2.1827,760980
2011-12-01,2.1713,2.266,2.132,2.1733,1030090
2011-12-02,2.1887,2.246,2.16,2.22,802719
2011-12-05,2.2354,2.3334,2.2287,2.2947,1160071
2011-12-06,2.28,2.332,2.2688,2.3247,951827
2011-12-07,2.3086,2.326,2.2533,2.2793,674233
2011-12-08,2.056,2.11,1.974,2.0593,3305884
2011-12-09,2.036,2.0746,2.0186,2.0693,1239421
2011-12-12,2.0293,2.0413,2.0013,2.0273,758643
2011-12-13,2.038,2.062,1.9274,1.9633,993996
2011-12-14,1.9667,1.9787,1.8667,1.902,1163841
2011-12-15,1.9113,1.9447,1.8747,1.908,700262
2011-12-16,1.9194,1.9287,1.8654,1.8667,1029628
2011-12-19,1.8727,1.9,1.8247,1.85,986953
2011-12-20,1.87,1.8967,1.8477,1.86,844382
2011-12-21,1.8607,1.8713,1.7353,1.838,1705809
2011-12-22,1.84,1.87,1.82,1.8513,1009781
2011-12-23,1.8667,1.8667,1.8347,1.86,591391
2011-12-27,1.844,1.918,1.8427,1.9047,777420
2011-12-28,1.9327,1.9493,1.8694,1.9007,575151
2011-12-29,1.906,1.956,1.9032,1.9153,488140
2011-12-30,1.8993,1.932,1.8833,1.904,339860
2012-01-03,1.9293,1.9667,1.8433,1.872,928053
2012-01-04,1.8806,1.9113,1.8333,1.8473,630023
2012-01-05,1.8507,1.862,1.79,1.808,1005433
2012-01-06,1.8133,1.8527,1.7607,1.794,986288
2012-01-09,1.8,1.8327,1.7414,1.8167,896972
2012-01-10,1.8293,1.8506,1.8166,1.8413,671718
2012-01-11,1.8413,1.892,1.82,1.882,672240
2012-01-12,1.8986,1.908,1.8536,1.8833,729285
2012-01-13,1.8933,1.8999,1.5093,1.5193,5506299
2012-01-17,1.7746,1.8226,1.7606,1.7733,4652286
2012-01-18,1.7793,1.792,1.75,1.7873,1260156
2012-01-19,1.8127,1.8493,1.774,1.784,1246223
2012-01-20,1.7933,1.8,1.76,1.7733,662275
2012-01-23,1.7874,1.814,1.7734,1.7847,594547
2012-01-24,1.7753,1.8453,1.7627,1.828,857915
2012-01-25,1.818,1.8674,1.8034,1.8647,611126
2012-01-26,1.8713,1.972,1.8666,1.9293,1271003
2012-01-27,1.9,1.9813,1.9,1.9553,748347
2012-01-30,1.966,1.974,1.9019,1.9713,728965
2012-01-31,1.9933,2,1.9247,1.938,956714
2012-02-01,1.938,1.98,1.9333,1.972,523170
2012-02-02,1.9814,2.0587,1.9737,2.0167,805627
2012-02-03,2.0274,2.0887,2.0167,2.0767,764434
2012-02-06,2.0733,2.1267,2.07,2.12,652162
2012-02-07,2.12,2.12,2.0547,2.1067,1021523
2012-02-08,2.1067,2.134,2.086,2.1287,623638
2012-02-09,2.1333,2.1933,2.0953,2.172,1277969
2012-02-10,2.1506,2.1513,1.9893,2.0733,1874105
2012-02-13,2.1033,2.1373,2.06,2.0993,1157837
2012-02-14,2.116,2.2526,2.0933,2.2113,1811334
2012-02-15,2.2067,2.294,2.1513,2.24,2764479
2012-02-16,2.2334,2.3007,2.1694,2.2787,2219677
2012-02-17,2.266,2.3313,2.2333,2.3313,1376623
2012-02-21,2.3247,2.3247,2.254,2.3,1135789
2012-02-22,2.3,2.3146,2.1666,2.2813,1654958
2012-02-23,2.266,2.3313,2.2373,2.302,820346
2012-02-24,2.282,2.3013,2.218,2.25,959867
2012-02-27,2.2273,2.2666,2.2,2.2413,605943
2012-02-28,2.2427,2.296,2.2113,2.254,612184
2012-02-29,2.254,2.2746,2.2093,2.2273,535675
2012-03-01,2.234,2.3,2.2203,2.294,703436
2012-03-02,2.2933,2.3,2.2473,2.2693,549962
2012-03-05,2.29,2.2933,2.2306,2.2513,466930
2012-03-06,2.2166,2.2186,2.1746,2.2073,573739
2012-03-07,2.208,2.221,2.194,2.208,364831
2012-03-08,2.2074,2.2327,2.2027,2.2047,633279
2012-03-09,2.2133,2.354,2.2133,2.316,1553425
2012-03-12,2.3127,2.4194,2.3067,2.4007,1964555
2012-03-13,2.434,2.4393,2.3667,2.406,1001644
2012-03-14,2.4,2.4,2.32,2.3527,851479
2012-03-15,2.352,2.3653,2.3186,2.3333,571587
2012-03-16,2.3267,2.3927,2.322,2.3547,729249
2012-03-19,2.3507,2.3547,2.3027,2.332,1015587
2012-03-20,2.332,2.3467,2.3047,2.3307,567011
2012-03-21,2.3293,2.3533,2.3066,2.3433,607093
2012-03-22,2.3313,2.3433,2.2866,2.2933,522344
2012-03-23,2.284,2.3087,2.21,2.272,1170568
2012-03-26,2.3726,2.5393,2.3361,2.4933,3140844
2012-03-27,2.4773,2.6633,2.4686,2.5293,2540015
2012-03-28,2.5186,2.5626,2.474,2.5233,954956
2012-03-29,2.546,2.546,2.4687,2.4887,796349
2012-03-30,2.5014,2.5294,2.4454,2.4827,886327
2012-04-02,2.4887,2.5314,2.4354,2.4387,1028522
2012-04-03,2.4467,2.5646,2.4447,2.534,1104151
2012-04-04,2.3513,2.366,2.3126,2.3333,4482744
2012-04-05,2.34,2.3627,2.294,2.2987,1509506
2012-04-09,2.2733,2.286,2.2067,2.21,1655807
2012-04-10,2.21,2.2566,2.14,2.164,1847671
2012-04-11,2.216,2.2193,2.134,2.206,1105448
2012-04-12,2.2513,2.2986,2.1946,2.2293,1034137
2012-04-13,2.2626,2.2693,2.19,2.2393,649569
2012-04-16,2.2273,2.2467,2.1393,2.15,1099752
2012-04-17,2.162,2.2046,2.136,2.1493,1115518
2012-04-18,2.1393,2.1833,2.102,2.1773,823082
2012-04-19,2.1834,2.2287,2.1667,2.2107,774893
2012-04-20,2.2094,2.2487,2.196,2.2107,821790
2012-04-23,2.1906,2.198,2.114,2.1293,890699
2012-04-24,2.1213,2.1466,2.0666,2.1213,674455
2012-04-25,2.138,2.1993,2.138,2.194,712134
2012-04-26,2.1974,2.2347,2.194,2.2327,427627
2012-04-27,2.24,2.242,2.194,2.2227,590216
2012-04-30,2.218,2.224,2.172,2.2087,413956
2012-05-01,2.2087,2.2807,2.2087,2.252,658948
2012-05-02,2.2334,2.2927,2.226,2.2627,497260
2012-05-03,2.2607,2.2667,2.142,2.164,842108
2012-05-04,2.1547,2.164,2.0933,2.122,1247487
2012-05-07,2.1307,2.172,2.1074,2.1647,1157992
2012-05-08,2.1667,2.1819,1.958,2.0127,3097245
2012-05-09,2.02,2.0513,1.984,2.004,1947830
2012-05-10,2.198,2.312,2.16,2.1973,5556205
2012-05-11,2.166,2.2293,2.144,2.15,1221206
2012-05-14,2.128,2.142,2.0033,2.004,1380843
2012-05-15,2.0173,2.064,1.948,1.962,1585684
2012-05-16,1.972,2.012,1.9253,1.9453,1257168
2012-05-17,1.9534,1.986,1.8827,1.9047,1149068
2012-05-18,1.8913,1.8973,1.7886,1.8373,1616453
2012-05-21,1.8387,1.9507,1.808,1.918,1475172
2012-05-22,2.0067,2.0894,2,2.0527,2366219
2012-05-23,2.0373,2.07,1.9667,2.068,1220350
